provider_key,provider_name,speciality,year_month,encounter_count,unique_patients,procedure_count,average_encounter_duration_minutes,total_claim_cost
80036345970440990,Jude172 Hammes673,GENERAL PRACTICE,2012-03,1,1,0,52.71666666666667,704.20
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2012-04,1,1,0,34.03333333333333,1272.18
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2012-04,22,1,0,15.0,3136.76
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2012-04,1,1,7,38.800000000000004,7268.52
466401755129169261,Carson894 Krajcik437,GENERAL PRACTICE,2012-05,2,1,0,20.125,602.50
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2012-05,18,1,2,16.57894736842105,6775.88
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2012-05,1,1,1,29.983333333333334,6225.40
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2012-05,2,1,10,138.235,24337.01
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,2012-06,1,1,4,60.0,3503.60
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2012-06,4,1,12,38.92619047619048,16123.63
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2012-06,1,1,1,15.616666666666667,2666.50
119816323964506061,Clement78 Gleason633,GENERAL PRACTICE,2012-07,1,1,0,60.0,87.71
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,2012-07,1,1,4,60.0,4366.40
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2012-07,2,1,1,15.0,935.18
747110926960089803,Gerard367 Pouros728,GENERAL PRACTICE,2012-07,1,1,0,50.46666666666667,1183.72
990948620886424088,Jarvis643 Ankunding277,GENERAL PRACTICE,2012-07,1,1,0,15.0,142.58
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2012-07,1,1,0,15.0,85.55
120057643579548119,Enriqueta274 Barton704,GENERAL PRACTICE,2012-08,1,1,0,30.366666666666667,853.36
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2012-08,2,1,10,128.57833333333335,24183.26
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2012-09,1,1,1,18.933333333333334,3797.25
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,2012-10,1,1,0,43.43333333333333,919.90
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2012-10,1,1,0,301.1666666666667,1444.46
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,2012-10,1,1,0,54.85,849.22
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2012-10,1,1,1,20.383333333333333,7751.57
193210267373407472,Amparo58 Hayes766,GENERAL PRACTICE,2012-11,1,1,4,59.166666666666664,3413.44
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,2012-11,1,1,0,32.583333333333336,795.14
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,2012-11,1,1,5,48.63333333333333,3893.90
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2012-11,2,2,2,121.72777777777777,3808.36
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2012-12,1,1,1,18.766666666666666,3167.75
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-01,1,1,1,15.0,775.79
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2013-01,1,1,6,44.0,16385.88
525551825041219194,Valentine262 Leannon79,GENERAL PRACTICE,2013-01,1,1,0,30.9,704.20
119816323964506061,Clement78 Gleason633,GENERAL PRACTICE,2013-01,1,1,0,60.0,12010.67
543343207625722774,Anh979 Schroeder447,GENERAL PRACTICE,2013-01,1,1,0,50.68333333333333,1247.93
885005692682172258,Jewel43 Kassulke119,GENERAL PRACTICE,2013-02,1,1,1,15.0,784.17
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-02,1,1,6,225.06666666666663,16043.70
990709651186964044,Tynisha348 Howe413,GENERAL PRACTICE,2013-02,1,1,4,60.0,2854.32
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,2013-02,1,1,0,37.43333333333333,860.16
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2013-03,1,1,7,188.51666666666668,21737.45
797317867592804508,Idella49 Runte676,GENERAL PRACTICE,2013-03,1,1,0,56.416666666666664,704.20
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-03,1,1,1,15.0,4575.68
1108521240143207682,Sunny31 Gleason633,GENERAL PRACTICE,2013-03,1,1,7,58.03333333333332,5451.46
811344739361390226,Thaddeus38 Stiedemann542,GENERAL PRACTICE,2013-04,1,1,0,45.13333333333333,919.90
835509182532742600,Larraine124 Torphy630,GENERAL PRACTICE,2013-04,1,1,0,53.31666666666667,1433.92
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2013-05,2,1,9,1944.4333333333334,37569.09
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2013-05,1,1,5,34.8,8009.05
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-05,1,1,0,15.0,142.58
494963808912363135,Silva841 Grimes165,GENERAL PRACTICE,2013-06,1,1,0,30.766666666666666,1240.31
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-06,1,1,1,15.0,1250.85
982453732923389287,Leonie332 Wunsch504,GENERAL PRACTICE,2013-06,1,1,0,42.15,704.20
1108521240143207682,Sunny31 Gleason633,GENERAL PRACTICE,2013-06,1,1,0,15.0,211.38
119816323964506061,Clement78 Gleason633,GENERAL PRACTICE,2013-08,1,1,0,60.0,146.18
87043910366159377,Velda682 Gutmann970,GENERAL PRACTICE,2013-08,1,1,0,34.38333333333333,1291.31
677098075056565681,Tracy345 Wilderman619,GENERAL PRACTICE,2013-08,1,1,0,28.766666666666666,952.92
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2013-09,2,1,13,138.23974358974368,32621.87
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-09,1,1,1,18.833333333333332,2966.91
819112072617298357,Elmer371 Gusikowski974,GENERAL PRACTICE,2013-09,1,1,0,15.0,816.80
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2013-09,2,1,4,15.0,26046.12
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,2013-10,1,1,0,55.2,785.58
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2013-10,1,1,3,15.0,4581.87
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2013-11,2,1,14,122.79047619047618,35110.36
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2013-11,1,1,0,299.75,1875.86
220387732963487694,Sulema841 Ryan260,GENERAL PRACTICE,2013-11,1,1,0,77.88333333333334,1184.50
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2013-12,1,1,1,15.0,1250.85
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,2013-12,1,1,0,15.0,1005.38
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2014-01,1,1,6,44.0,16385.88
773210380597549127,Dylan44 Robel940,GENERAL PRACTICE,2014-01,1,1,0,15.0,85.55
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
945768052921162857,Arden380 Bergstrom287,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
589522183230517886,Cleveland582 Kuphal363,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
933374996853591879,Damaris45 Funk324,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,2014-02,1,1,5,30.1,3521.00
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
635693475161891891,Chanelle850 Schuster709,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2014-02,1,1,0,15.0,85.55
797317867592804508,Idella49 Runte676,GENERAL PRACTICE,2014-03,1,1,0,36.166666666666664,1567.00
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2014-03,3,1,0,29.372222222222224,1176.48
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2014-03,1,1,6,38.75,4891.62
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-03,1,1,1,15.0,4575.68
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,2014-03,1,1,0,15.0,85.55
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,2014-04,1,1,0,60.0,295.34
811344739361390226,Thaddeus38 Stiedemann542,GENERAL PRACTICE,2014-04,1,1,0,51.016666666666666,919.90
635693475161891891,Chanelle850 Schuster709,GENERAL PRACTICE,2014-04,1,1,0,15.0,85.55
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,2014-04,1,1,0,49.6,1210.18
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-04,1,1,0,15.0,85.55
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2014-04,3,1,11,46.95416666666667,9887.04
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-04,2,1,4,15.0,22988.60
945768052921162857,Arden380 Bergstrom287,GENERAL PRACTICE,2014-04,1,1,0,15.0,85.55
933374996853591879,Damaris45 Funk324,GENERAL PRACTICE,2014-04,1,1,0,15.0,85.55
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2014-05,1,1,1,15.0,507.44
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-05,1,1,0,15.0,142.58
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-05,1,1,3,15.0,4331.04
534772609694406275,Alysha630 Koch169,GENERAL PRACTICE,2014-05,1,1,0,15.0,85.55
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2014-05,3,1,15,264.63111111111107,55825.56
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-06,1,1,1,15.0,1250.85
506566847745572873,Pearlene638 Towne435,GENERAL PRACTICE,2014-06,1,1,0,56.63333333333333,919.90
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2014-06,1,1,0,44.0,2730.98
990948620886424088,Jarvis643 Ankunding277,GENERAL PRACTICE,2014-06,1,1,0,15.0,142.58
326249472953830996,Marcus77 Schamberger479,GENERAL PRACTICE,2014-07,1,1,0,15.0,92.93
885005692682172258,Jewel43 Kassulke119,GENERAL PRACTICE,2014-08,1,1,5,57.38333333333334,5001.30
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-08,4,1,8,168.57166666666666,27047.00
120057643579548119,Enriqueta274 Barton704,GENERAL PRACTICE,2014-08,1,1,0,40.86666666666667,1177.97
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-09,1,1,4,69.06666666666666,4910.32
461859169553966575,Lael572 Kris249,GENERAL PRACTICE,2014-09,1,1,24,27375.0,251787.12
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-09,1,1,1,15.0,1250.85
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2014-09,1,1,6,59.93333333333333,5707.62
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2014-10,1,1,0,3123.1,2319.26
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-10,1,1,1,15.0,7296.33
1001810865406500417,Bennett146 Rippin620,GENERAL PRACTICE,2014-10,1,1,0,15.0,92.93
933374996853591879,Damaris45 Funk324,GENERAL PRACTICE,2014-10,1,1,0,15.0,85.55
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,2014-10,1,1,0,57.6,778.78
757165526207794756,Hunter736 Lesch175,GENERAL PRACTICE,2014-11,1,1,0,32.81666666666667,652.95
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-11,1,1,1,15.0,15801.58
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2014-12,1,1,1,15.0,17561.40
423527009837327279,Benita195 VonRueden376,GENERAL PRACTICE,2014-12,1,1,0,15.0,704.20
840366989655278220,Francene766 Halvorson124,GENERAL PRACTICE,2014-12,1,1,0,15.0,347.38
543343207625722774,Anh979 Schroeder447,GENERAL PRACTICE,2014-12,1,1,0,44.233333333333334,914.78
910470809281918381,Agnes294 Dooley940,GENERAL PRACTICE,2014-12,1,1,1,15.466666666666667,1692.64
929246809949396381,Patricia625 Aragón562,GENERAL PRACTICE,2015-01,1,1,0,15.0,816.80
677098075056565681,Tracy345 Wilderman619,GENERAL PRACTICE,2015-01,1,1,0,53.78333333333333,1438.46
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2015-01,2,1,10,1963.5333333333333,237648.80
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2015-01,2,1,15,142.63777777777779,34000.89
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2015-01,1,1,1,15.0,15344.80
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2015-02,1,1,6,44.0,16385.88
586559239168840965,Tran115 Jakubowski832,GENERAL PRACTICE,2015-02,1,1,26,35785.46666666667,295202.18
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2015-02,1,1,1,15.0,5355.80
503147753871397607,Carroll471 Eichmann909,GENERAL PRACTICE,2015-02,1,1,0,15.0,92.93
157840080095889559,Son314 MacGyver246,GENERAL PRACTICE,2015-03,1,1,0,38.96666666666667,799.06
993907016931615886,Parker433 Bailey598,GENERAL PRACTICE,2015-03,1,1,1,15.0,19018.70
102866377024841118,Rema399 McDermott739,GENERAL PRACTICE,2015-03,1,1,0,43.516666666666666,925.68
767594969606856678,Numbers230 Stehr398,GENERAL PRACTICE,2015-03,1,1,0,48.233333333333334,652.95
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,2015-03,1,1,0,15.0,211.38
80036345970440990,Jude172 Hammes673,GENERAL PRACTICE,2015-03,1,1,0,50.36666666666667,778.78
138629371706085844,Sandie760 Rodriguez71,GENERAL PRACTICE,2015-04,1,1,0,35.083333333333336,1186.78
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,2015-04,1,1,0,53.766666666666666,778.78
801728232490770318,Ulysses632 Ziemann98,GENERAL PRACTICE,2015-04,1,1,0,15.0,272.80
797317867592804508,Idella49 Runte676,GENERAL PRACTICE,2015-04,1,1,0,53.916666666666664,1139.50
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2015-05,1,1,7,30.650000000000002,6106.10
982453732923389287,Leonie332 Wunsch504,GENERAL PRACTICE,2015-05,1,1,0,47.61666666666667,914.78
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2015-05,2,1,16,105.53958333333331,49840.85
1001928878040672327,Sharron285 Batz141,GENERAL PRACTICE,2015-05,1,1,0,15.0,516.95
506566847745572873,Pearlene638 Towne435,GENERAL PRACTICE,2015-06,1,1,0,30.7,783.90
990948620886424088,Jarvis643 Ankunding277,GENERAL PRACTICE,2015-06,1,1,0,15.0,142.58
747110926960089803,Gerard367 Pouros728,GENERAL PRACTICE,2015-07,1,1,0,34.43333333333333,1182.12
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,2015-09,1,1,0,56.25,914.78
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2015-09,1,1,0,20.483333333333334,10435.50
914990834498768109,Zachary28 Gleichner915,GENERAL PRACTICE,2015-09,1,1,0,18.766666666666666,1567.00
193210267373407472,Amparo58 Hayes766,GENERAL PRACTICE,2015-09,1,1,6,42.51666666666666,6017.76
572970996214541044,Amado512 Adams676,GENERAL PRACTICE,2015-10,1,1,0,51.13333333333333,785.58
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2015-10,2,1,0,37.5,9572.30
649208082638985778,Derick144 King743,GENERAL PRACTICE,2015-10,1,1,0,15.0,272.80
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,2015-10,1,1,0,55.0,778.78
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2015-11,1,1,5,37.583333333333336,8909.55
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,2015-11,1,1,0,43.38333333333333,985.50
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,2015-11,1,1,0,34.96666666666667,1125.36
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2015-11,1,1,0,38.88333333333333,732.65
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,2015-11,1,1,0,53.15,2011.56
757165526207794756,Hunter736 Lesch175,GENERAL PRACTICE,2015-11,1,1,0,15.0,142.58
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,2015-11,1,1,0,30.366666666666667,1001.28
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2016-01,1,1,0,1873.0,7867.95
543343207625722774,Anh979 Schroeder447,GENERAL PRACTICE,2016-01,2,2,0,15.0,1595.58
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-02,3,1,25,223.98066666666665,85240.97
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,2016-02,1,1,0,266.7,1444.46
525551825041219194,Valentine262 Leannon79,GENERAL PRACTICE,2016-02,1,1,0,35.31666666666667,947.41
982978929763219993,Derick144 Bashirian201,GENERAL PRACTICE,2016-02,1,1,0,46.75,1432.68
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,2016-03,1,1,0,41.583333333333336,792.38
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-03,1,1,6,46.01666666666666,5786.58
534772609694406275,Alysha630 Koch169,GENERAL PRACTICE,2016-03,1,1,0,15.0,142.58
757165526207794756,Hunter736 Lesch175,GENERAL PRACTICE,2016-03,1,1,0,15.0,85.55
157840080095889559,Son314 MacGyver246,GENERAL PRACTICE,2016-03,1,1,0,57.266666666666666,919.90
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-04,1,1,0,15.0,85.55
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2016-04,1,1,5,58.0,4361.50
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,2016-04,1,1,0,60.0,295.34
797317867592804508,Idella49 Runte676,GENERAL PRACTICE,2016-04,1,1,0,44.833333333333336,860.16
757165526207794756,Hunter736 Lesch175,GENERAL PRACTICE,2016-05,1,1,0,15.0,85.55
589522183230517886,Cleveland582 Kuphal363,GENERAL PRACTICE,2016-05,1,1,0,15.983333333333333,2092.95
1070962888088048845,Rubén780 Amaya149,GENERAL PRACTICE,2016-05,1,1,0,15.0,142.58
835509182532742600,Larraine124 Torphy630,GENERAL PRACTICE,2016-05,1,1,0,31.95,927.94
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2016-05,2,1,5,51.236111111111114,4653.24
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-05,2,1,6,121.2,16129.25
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,2016-06,1,1,0,60.0,295.34
990948620886424088,Jarvis643 Ankunding277,GENERAL PRACTICE,2016-06,1,1,1,32.0,4052.91
885005692682172258,Jewel43 Kassulke119,GENERAL PRACTICE,2016-06,1,1,0,54.766666666666666,865.94
506566847745572873,Pearlene638 Towne435,GENERAL PRACTICE,2016-06,1,1,0,44.21666666666667,840.20
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-06,1,1,8,44.85000000000001,10235.20
883431140021126480,Teisha100 Leffler128,GENERAL PRACTICE,2016-06,1,1,0,33.71666666666667,1453.79
119816323964506061,Clement78 Gleason633,GENERAL PRACTICE,2016-06,1,1,0,60.0,87.71
505555747501163910,Norbert530 Veum823,GENERAL PRACTICE,2016-06,1,1,0,15.0,1567.00
417994371414450048,Beth967 McKenzie376,GENERAL PRACTICE,2016-06,1,1,0,15.0,816.80
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2016-06,2,1,8,37.37037037037037,7270.14
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-06,1,1,0,1440.0,9609.74
120057643579548119,Enriqueta274 Barton704,GENERAL PRACTICE,2016-06,1,1,0,36.233333333333334,704.20
819112072617298357,Elmer371 Gusikowski974,GENERAL PRACTICE,2016-06,1,1,0,15.0,568.20
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,2016-06,1,1,0,16.366666666666667,250.35
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2016-06,1,1,0,15.0,142.58
366615259928051559,Jodie811 Hermann103,GENERAL PRACTICE,2016-07,1,1,0,49.88333333333333,1140.38
1127027579373672694,Gabriel934 Alcántar600,GENERAL PRACTICE,2016-07,1,1,0,15.0,488.50
326249472953830996,Marcus77 Schamberger479,GENERAL PRACTICE,2016-07,1,1,0,15.0,85.55
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-07,1,1,7,226.73333333333332,21737.45
274123491455613599,Margarita164 Abbott774,GENERAL PRACTICE,2016-07,1,1,0,15.0,704.20
417994371414450048,Beth967 McKenzie376,GENERAL PRACTICE,2016-08,1,1,1,15.0,1032.50
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,2016-08,1,1,0,15.0,278.58
1001928878040672327,Sharron285 Batz141,GENERAL PRACTICE,2016-08,1,1,0,15.0,948.35
326249472953830996,Marcus77 Schamberger479,GENERAL PRACTICE,2016-08,1,1,1,15.0,2544.44
585949657781855973,Stephen891 Stamm704,GENERAL PRACTICE,2016-08,1,1,0,60.0,146.18
817265798161599645,Barton704 Hahn503,GENERAL PRACTICE,2016-08,1,1,2,60.0,2017.96
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-08,1,1,1,53.75,5263.67
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,2016-09,1,1,6,57.36666666666667,4672.68
87043910366159377,Velda682 Gutmann970,GENERAL PRACTICE,2016-09,1,1,6,47.28333333333333,5120.16
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-09,2,1,2,33.96666666666667,31182.19
914990834498768109,Zachary28 Gleichner915,GENERAL PRACTICE,2016-09,1,1,5,18.9,3521.00
120057643579548119,Enriqueta274 Barton704,GENERAL PRACTICE,2016-09,1,1,7,38.31666666666667,7531.02
767594969606856678,Numbers230 Stehr398,GENERAL PRACTICE,2016-09,2,2,9,221.5925925925926,28499.71
153604355254142314,Fallon874 Homenick806,GENERAL PRACTICE,2016-10,1,1,2,63.0,2017.96
956869997697263058,Carlos172 Salas880,GENERAL PRACTICE,2016-10,1,1,1,15.0,573.98
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,2016-10,1,1,1,15.0,2255.08
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2016-10,2,1,1,35.025,5281.86
801728232490770318,Ulysses632 Ziemann98,GENERAL PRACTICE,2016-10,1,1,0,15.0,136.80
944661317191180968,Sherron201 Flatley871,GENERAL PRACTICE,2016-10,1,1,1,60.0,5308.14
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-10,1,1,1,16.716666666666665,5263.67
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-10,4,1,3,140.25,2566.95
649208082638985778,Derick144 King743,GENERAL PRACTICE,2016-10,1,1,1,15.0,1248.20
572970996214541044,Amado512 Adams676,GENERAL PRACTICE,2016-10,1,1,4,37.31666666666667,2598.32
477715583309581043,Victoria535 Roob72,GENERAL PRACTICE,2016-10,1,1,0,15.0,347.38
503147753871397607,Carroll471 Eichmann909,GENERAL PRACTICE,2016-10,1,1,6,161.65,16043.70
1001810865406500417,Bennett146 Rippin620,GENERAL PRACTICE,2016-10,1,1,0,15.0,85.55
662230053408795548,Lucas404 Arteaga169,GENERAL PRACTICE,2016-10,1,1,0,15.0,85.55
1001928878040672327,Sharron285 Batz141,GENERAL PRACTICE,2016-11,1,1,0,15.0,142.58
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-11,11,1,10,154.919696969697,6313.62
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,2016-11,1,1,8,54.14999999999999,14871.68
619052238124270980,Jamey282 Graham902,GENERAL PRACTICE,2016-11,1,1,1,15.0,488.50
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-11,1,1,1,20.433333333333334,20626.96
466401755129169261,Carson894 Krajcik437,GENERAL PRACTICE,2016-11,3,1,7,132.85,16597.41
417994371414450048,Beth967 McKenzie376,GENERAL PRACTICE,2016-11,1,1,0,15.0,816.80
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,2016-11,1,1,6,46.333333333333336,6472.14
220387732963487694,Sulema841 Ryan260,GENERAL PRACTICE,2016-11,2,1,7,167.48333333333335,21823.00
467518901701294765,Evelin941 Ratke343,GENERAL PRACTICE,2016-11,1,1,0,15.0,272.80
325967294132029093,Cleo27 Crooks415,GENERAL PRACTICE,2016-11,1,1,1,60.0,17324.87
635693475161891891,Chanelle850 Schuster709,GENERAL PRACTICE,2016-11,1,1,11,387.83333333333337,53140.45
990948620886424088,Jarvis643 Ankunding277,GENERAL PRACTICE,2016-11,1,1,12,346.09999999999997,63148.20
325967294132029093,Cleo27 Crooks415,GENERAL PRACTICE,2016-12,1,1,1,60.0,8273.23
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,2016-12,2,1,0,15.0,285.16
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,2016-12,1,1,0,15.0,142.58
1001928878040672327,Sharron285 Batz141,GENERAL PRACTICE,2016-12,1,1,0,15.0,85.55
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2016-12,11,1,10,146.8181818181818,8434.44
509648299636698482,Zachary28 Bogan287,GENERAL PRACTICE,2016-12,1,1,0,60.0,146.18
819112072617298357,Elmer371 Gusikowski974,GENERAL PRACTICE,2016-12,1,1,0,15.0,136.80
423527009837327279,Benita195 VonRueden376,GENERAL PRACTICE,2016-12,1,1,0,15.0,755.38
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,2016-12,2,1,16,123.31874999999997,32629.07
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2016-12,1,1,1,34.7,20626.96
767594969606856678,Numbers230 Stehr398,GENERAL PRACTICE,2017-01,2,2,17,283.07450980392156,69184.15
732047689731087291,Jackelyn13 Pacocha935,GENERAL PRACTICE,2017-01,2,2,11,370.3305555555555,53283.03
543343207625722774,Anh979 Schroeder447,GENERAL PRACTICE,2017-01,3,3,9,40.34259259259259,6793.20
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2017-01,15,1,16,363.57017543859655,226998.96
944661317191180968,Sherron201 Flatley871,GENERAL PRACTICE,2017-01,1,1,1,60.0,20794.05
929246809949396381,Patricia625 Aragón562,GENERAL PRACTICE,2017-01,1,1,1,15.0,912.25
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,2017-01,1,1,1,15.0,3469.87
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,2017-01,1,1,1,29.95,5138.45
840366989655278220,Francene766 Halvorson124,GENERAL PRACTICE,2017-01,1,1,1,15.0,704.20
789934400191248198,Guadalupe206 Ponce361,GENERAL PRACTICE,2017-01,1,1,12,364.1999999999999,63148.20
812642555216453051,Clora637 Pagac496,GENERAL PRACTICE,2017-01,1,1,7,34.65,4929.40
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,2017-01,2,1,2,28.708333333333332,13076.88
1070962888088048845,Rubén780 Amaya149,GENERAL PRACTICE,2017-02,1,1,7,30.666666666666664,6602.61
